domain,head,names,share_of_domain
medicine.mesh,olivascens,15,0.0000
medicine.mesh,australe,15,0.0000
medicine.mesh,seed,15,0.0000
medicine.mesh,epsilon,15,0.0000
medicine.mesh,mexicanus,15,0.0000
medicine.mesh,himalayensis,15,0.0000
medicine.mesh,pastoris,15,0.0000
medicine.mesh,fil,15,0.0000
medicine.mesh,cord,15,0.0000
medicine.mesh,roseum,15,0.0000
medicine.mesh,sequencing,15,0.0000
medicine.mesh,maculata,15,0.0000
medicine.mesh,recombinase,15,0.0000
medicine.mesh,isopropylacrylamide,15,0.0000
medicine.mesh,herbarum,15,0.0000
medicine.mesh,hirsuta,15,0.0000
medicine.mesh,fish,15,0.0000
medicine.mesh,equine,15,0.0000
medicine.mesh,eburnea,15,0.0000
medicine.mesh,aquimarina,15,0.0000
medicine.mesh,cleft,15,0.0000
medicine.mesh,neohesperidoside,14,0.0000
medicine.mesh,benzomorphan,14,0.0000
medicine.mesh,triazacyclononane,14,0.0000
medicine.mesh,copperii,14,0.0000
medicine.mesh,methoxycoumarin,14,0.0000
medicine.mesh,propylamine,14,0.0000
medicine.mesh,epoxidase,14,0.0000
medicine.mesh,polystyrene,14,0.0000
medicine.mesh,tyramine,14,0.0000
medicine.mesh,isoglutamine,14,0.0000
medicine.mesh,indolinone,14,0.0000
medicine.mesh,glucosinolate,14,0.0000
medicine.mesh,ylpiperazine,14,0.0000
medicine.mesh,benzilate,14,0.0000
medicine.mesh,solfataricus,14,0.0000
medicine.mesh,phenylglycine,14,0.0000
medicine.mesh,tetraazacyclododecane,14,0.0000
medicine.mesh,methane,14,0.0000
medicine.mesh,chelate,14,0.0000
medicine.mesh,mannopyranose,14,0.0000
medicine.mesh,dimethylbenzaanthracene,14,0.0000
medicine.mesh,diperchlorate,14,0.0000
medicine.mesh,terephthalate,14,0.0000
medicine.mesh,spiralis,14,0.0000
medicine.mesh,retinal,14,0.0000
medicine.mesh,dihydrotestosterone,14,0.0000
medicine.mesh,hydroquinone,14,0.0000
medicine.mesh,methylpyrimidine,14,0.0000
medicine.mesh,mutase,14,0.0000
medicine.mesh,methylbenzamide,14,0.0000
medicine.mesh,methoxychalcone,14,0.0000
medicine.mesh,aminoazobenzene,14,0.0000
medicine.mesh,glycinate,14,0.0000
medicine.mesh,benzodioxole,14,0.0000
medicine.mesh,hexachlorobiphenyl,14,0.0000
medicine.mesh,fucosyltransferase,14,0.0000
medicine.mesh,glycosylase,14,0.0000
medicine.mesh,ascorbate,14,0.0000
medicine.mesh,pentamethoxyflavone,14,0.0000
medicine.mesh,diester,14,0.0000
medicine.mesh,rhizobium,14,0.0000
medicine.mesh,release,14,0.0000
medicine.mesh,methylphosphonate,14,0.0000
medicine.mesh,nitride,14,0.0000
medicine.mesh,bacteriophage,14,0.0000
medicine.mesh,reversal,14,0.0000
medicine.mesh,glynh,14,0.0000
medicine.mesh,odn,14,0.0000
medicine.mesh,tetrakisphosphate,14,0.0000
medicine.mesh,algae,14,0.0000
medicine.mesh,antibiotic,14,0.0000
medicine.mesh,salmonicida,14,0.0000
medicine.mesh,abscess,14,0.0000
medicine.mesh,spontaneous,14,0.0000
medicine.mesh,spinosa,14,0.0000
medicine.mesh,bullata,14,0.0000
medicine.mesh,transection,14,0.0000
medicine.mesh,duct,14,0.0000
medicine.mesh,lichenicola,14,0.0000
medicine.mesh,oligonucleotide,14,0.0000
medicine.mesh,guangxiensis,14,0.0000
medicine.mesh,solisilvae,14,0.0000
medicine.mesh,acylase,14,0.0000
medicine.mesh,stroke,14,0.0000
medicine.mesh,pulmonary,14,0.0000
medicine.mesh,sciences,14,0.0000
medicine.mesh,neurons,14,0.0000
medicine.mesh,crocea,14,0.0000
medicine.mesh,panaciterrae,14,0.0000
medicine.mesh,convertase,14,0.0000
medicine.mesh,sickness,14,0.0000
medicine.mesh,fraction,14,0.0000
medicine.mesh,tibetensis,14,0.0000
medicine.mesh,casei,14,0.0000
medicine.mesh,arenicola,14,0.0000
medicine.mesh,paludosa,14,0.0000
medicine.mesh,fischeri,14,0.0000
medicine.mesh,ellisii,14,0.0000
medicine.mesh,vinelandii,14,0.0000
medicine.mesh,mitochondrial,14,0.0000
medicine.mesh,reductases,14,0.0000
medicine.mesh,alginate,14,0.0000
medicine.mesh,chungangensis,14,0.0000
medicine.mesh,jeotgali,14,0.0000
medicine.mesh,lethal,14,0.0000
medicine.mesh,falcata,14,0.0000
medicine.mesh,score,14,0.0000
medicine.mesh,salicis,14,0.0000
medicine.mesh,spectabilis,14,0.0000
medicine.mesh,phase,14,0.0000
medicine.mesh,glc,14,0.0000
medicine.mesh,mannosidase,14,0.0000
medicine.mesh,lysozyme,14,0.0000
medicine.mesh,thrombin,14,0.0000
medicine.mesh,malayi,14,0.0000
medicine.mesh,microsporum,14,0.0000
medicine.mesh,multiformis,14,0.0000
medicine.mesh,arenaria,14,0.0000
medicine.mesh,guyanensis,14,0.0000
medicine.mesh,zonata,14,0.0000
medicine.mesh,azu,14,0.0000
medicine.mesh,brasiliense,14,0.0000
medicine.mesh,yunnanense,14,0.0000
medicine.mesh,variation,14,0.0000
medicine.mesh,baltica,14,0.0000
medicine.mesh,spinal,14,0.0000
medicine.mesh,anguillarum,14,0.0000
medicine.mesh,lonicerae,14,0.0000
medicine.mesh,rosarum,14,0.0000
medicine.mesh,dietary,14,0.0000
medicine.mesh,rights,14,0.0000
medicine.mesh,repeats,14,0.0000
medicine.mesh,segment,14,0.0000
medicine.mesh,formosana,14,0.0000
medicine.mesh,immunotoxin,14,0.0000
medicine.mesh,processing,14,0.0000
medicine.mesh,pallescens,14,0.0000
medicine.mesh,gelatinosa,14,0.0000
medicine.mesh,gamsii,14,0.0000
medicine.mesh,aggregata,14,0.0000
medicine.mesh,velutipes,14,0.0000
medicine.mesh,cardiac,14,0.0000
medicine.mesh,fusion,14,0.0000
medicine.mesh,africanus,14,0.0000
medicine.mesh,striatus,14,0.0000
medicine.mesh,tritici,14,0.0000
medicine.mesh,cyanescens,14,0.0000
medicine.mesh,verruculosa,14,0.0000
medicine.mesh,pulchra,14,0.0000
medicine.mesh,tiliae,14,0.0000
medicine.mesh,stellata,14,0.0000
medicine.mesh,agnosia,14,0.0000
medicine.mesh,implantation,14,0.0000
medicine.mesh,examination,14,0.0000
medicine.mesh,depolymerase,14,0.0000
medicine.mesh,tentans,14,0.0000
medicine.mesh,ratio,14,0.0000
medicine.mesh,whale,14,0.0000
medicine.mesh,fusiforme,14,0.0000
medicine.mesh,gold,14,0.0000
medicine.mesh,donors,14,0.0000
medicine.mesh,water,14,0.0000
medicine.mesh,seal,14,0.0000
medicine.mesh,edema,14,0.0000
medicine.mesh,tricolor,14,0.0000
medicine.mesh,annuum,14,0.0000
medicine.mesh,yin,14,0.0000
medicine.mesh,phosphates,14,0.0000
medicine.mesh,uniseptata,14,0.0000
medicine.mesh,smoking,14,0.0000
medicine.mesh,cycle,14,0.0000
medicine.mesh,tomography,14,0.0000
medicine.mesh,pentahydrate,14,0.0000
medicine.mesh,fragrans,14,0.0000
medicine.mesh,artemisiae,14,0.0000
medicine.mesh,nodosa,14,0.0000
medicine.mesh,mangiferae,14,0.0000
medicine.mesh,savignyi,14,0.0000
medicine.mesh,spectrometry,14,0.0000
medicine.mesh,flavovirens,14,0.0000
medicine.mesh,hypersensitivity,14,0.0000
medicine.mesh,work,14,0.0000
medicine.mesh,trifolii,14,0.0000
medicine.mesh,albescens,14,0.0000
medicine.mesh,fuscus,14,0.0000
medicine.mesh,agenesis,14,0.0000
medicine.mesh,nanhaiensis,14,0.0000
medicine.mesh,emulsion,14,0.0000
medicine.mesh,century,14,0.0000
medicine.mesh,cent,14,0.0000
medicine.mesh,trimethoxyphenylmethanone,13,0.0000
medicine.mesh,aquinoxaline,13,0.0000
medicine.mesh,mab,13,0.0000
medicine.mesh,bay,13,0.0000
medicine.mesh,diacylglycerol,13,0.0000
medicine.mesh,ylcarbamate,13,0.0000
medicine.mesh,ylguanidine,13,0.0000
medicine.mesh,diaminocyclohexane,13,0.0000
medicine.mesh,rhodamine,13,0.0000
medicine.mesh,methylimidazolium,13,0.0000
medicine.mesh,dinitrobenzene,13,0.0000
medicine.mesh,dimethylxanthine,13,0.0000
medicine.mesh,methylquinolinium,13,0.0000
medicine.mesh,fructose,13,0.0000
medicine.mesh,lhrh,13,0.0000
medicine.mesh,nitrobenzene,13,0.0000
medicine.mesh,hydrazine,13,0.0000
medicine.mesh,bitartrate,13,0.0000
medicine.mesh,hydroxycinnamate,13,0.0000
medicine.mesh,triiodide,13,0.0000
medicine.mesh,tetrahydrobenzoapyrene,13,0.0000
medicine.mesh,acetonitrile,13,0.0000
medicine.mesh,tetrahydrochloride,13,0.0000
medicine.mesh,methylchrysene,13,0.0000
medicine.mesh,thiophosphate,13,0.0000
medicine.mesh,enitol,13,0.0000
medicine.mesh,diacrylate,13,0.0000
medicine.mesh,partial,13,0.0000
medicine.mesh,lysyl,13,0.0000
medicine.mesh,octreotate,13,0.0000
medicine.mesh,carotene,13,0.0000
medicine.mesh,acetonide,13,0.0000
medicine.mesh,fluorocytidine,13,0.0000
medicine.mesh,ylethylacetamide,13,0.0000
medicine.mesh,nucleoside,13,0.0000
medicine.mesh,vinylpyridine,13,0.0000
medicine.mesh,glutarate,13,0.0000
medicine.mesh,phenylhydrazone,13,0.0000
medicine.mesh,thiosulfate,13,0.0000
medicine.mesh,trifluoromethylcoumarin,13,0.0000
medicine.mesh,immitis,13,0.0000
medicine.mesh,dihydroxyflavone,13,0.0000
medicine.mesh,abortus,13,0.0000
medicine.mesh,dimethylamide,13,0.0000
medicine.mesh,ribonucleoside,13,0.0000
medicine.mesh,selenide,13,0.0000
medicine.mesh,trioxide,13,0.0000
medicine.mesh,methotrexate,13,0.0000
medicine.mesh,cypa,13,0.0000
medicine.mesh,rnase,13,0.0000
medicine.mesh,hydroxylamine,13,0.0000
medicine.mesh,tobacco,13,0.0000
medicine.mesh,koreana,13,0.0000
medicine.mesh,implants,13,0.0000
medicine.mesh,whole,13,0.0000
medicine.mesh,pulvinata,13,0.0000
medicine.mesh,tuberculata,13,0.0000
medicine.mesh,lactobacillus,13,0.0000
medicine.mesh,matrix,13,0.0000
medicine.mesh,ldl,13,0.0000
medicine.mesh,hydrolases,13,0.0000
medicine.mesh,proteolyticus,13,0.0000
medicine.mesh,valve,13,0.0000
medicine.mesh,chrysogenum,13,0.0000
medicine.mesh,polycephalum,13,0.0000
medicine.mesh,clostridium,13,0.0000
medicine.mesh,fulvus,13,0.0000
medicine.mesh,act,13,0.0000
medicine.mesh,lung,13,0.0000
medicine.mesh,fluorescens,13,0.0000
medicine.mesh,crassostreae,13,0.0000
medicine.mesh,clavatus,13,0.0000
medicine.mesh,luteolus,13,0.0000
medicine.mesh,hamster,13,0.0000
medicine.mesh,vitis,13,0.0000
medicine.mesh,grandis,13,0.0000
medicine.mesh,rhizophorae,13,0.0000
medicine.mesh,pollution,13,0.0000
medicine.mesh,halodurans,13,0.0000
medicine.mesh,constricta,13,0.0000
medicine.mesh,confluens,13,0.0000
medicine.mesh,donghaensis,13,0.0000
medicine.mesh,poae,13,0.0000
medicine.mesh,sibirica,13,0.0000
medicine.mesh,aromaticivorans,13,0.0000
medicine.mesh,contaminans,13,0.0000
medicine.mesh,agri,13,0.0000
medicine.mesh,enzymes,13,0.0000
medicine.mesh,anomalus,13,0.0000
medicine.mesh,badia,13,0.0000
medicine.mesh,congenita,13,0.0000
medicine.mesh,man,13,0.0000
medicine.mesh,capsici,13,0.0000
medicine.mesh,ethanolamide,13,0.0000
medicine.mesh,compacta,13,0.0000
medicine.mesh,iranica,13,0.0000
medicine.mesh,sites,13,0.0000
medicine.mesh,hispanica,13,0.0000
medicine.mesh,lentus,13,0.0000
medicine.mesh,canescens,13,0.0000
medicine.mesh,coryli,13,0.0000
medicine.mesh,gardneri,13,0.0000
medicine.mesh,javanica,13,0.0000
medicine.mesh,essential,13,0.0000
medicine.mesh,truncatula,13,0.0000
medicine.mesh,plans,13,0.0000
medicine.mesh,cerebral,13,0.0000
medicine.mesh,abdominal,13,0.0000
medicine.mesh,mixed,13,0.0000
medicine.mesh,posterior,13,0.0000
medicine.mesh,cardiomyopathy,13,0.0000
medicine.mesh,siamense,13,0.0000
medicine.mesh,papillata,13,0.0000
medicine.mesh,prunicola,13,0.0000
medicine.mesh,daejeonensis,13,0.0000
medicine.mesh,incarnata,13,0.0000
medicine.mesh,garethjonesii,13,0.0000
medicine.mesh,paludis,13,0.0000
medicine.mesh,coronata,13,0.0000
medicine.mesh,asiaticus,13,0.0000
medicine.mesh,odoratus,13,0.0000
medicine.mesh,transporters,13,0.0000
medicine.mesh,liver,13,0.0000
medicine.mesh,sorediata,13,0.0000
medicine.mesh,badius,13,0.0000
medicine.mesh,gossypii,13,0.0000
medicine.mesh,neglecta,13,0.0000
medicine.mesh,ciliata,13,0.0000
medicine.mesh,octanoate,13,0.0000
medicine.mesh,triseptata,13,0.0000
medicine.mesh,program,13,0.0000
medicine.mesh,olivaceus,13,0.0000
medicine.mesh,plexus,13,0.0000
medicine.mesh,fuscum,13,0.0000
medicine.mesh,banksiae,13,0.0000
medicine.mesh,protearum,13,0.0000
medicine.mesh,muriformis,13,0.0000
medicine.mesh,abieticola,13,0.0000
medicine.mesh,atrovirens,13,0.0000
medicine.mesh,villosa,13,0.0000
medicine.mesh,screening,13,0.0000
medicine.mesh,carotovora,13,0.0000
medicine.mesh,corymbiae,13,0.0000
medicine.mesh,obtusa,13,0.0000
medicine.mesh,laevigata,13,0.0000
medicine.mesh,council,13,0.0000
medicine.mesh,virens,13,0.0000
medicine.mesh,magna,13,0.0000
medicine.mesh,government,13,0.0000
medicine.mesh,workers,13,0.0000
medicine.mesh,hydrogenase,13,0.0000
medicine.mesh,nitida,13,0.0000
medicine.mesh,bispora,13,0.0000
medicine.mesh,divinylbenzene,13,0.0000
medicine.mesh,benign,13,0.0000
medicine.mesh,glaucescens,13,0.0000
medicine.mesh,flavoviridis,13,0.0000
medicine.mesh,gigas,13,0.0000
medicine.mesh,kauffmanii,13,0.0000
medicine.mesh,rerio,13,0.0000
medicine.mesh,violence,13,0.0000
medicine.mesh,necrosis,13,0.0000
medicine.mesh,curtisii,13,0.0000
medicine.mesh,typhi,13,0.0000
medicine.mesh,abnormal,13,0.0000
medicine.mesh,barkeri,13,0.0000
medicine.mesh,exilis,13,0.0000
medicine.mesh,oligosaccharide,13,0.0000
medicine.mesh,scapularis,13,0.0000
medicine.mesh,transposase,13,0.0000
medicine.mesh,pratense,13,0.0000
medicine.mesh,chromosome,13,0.0000
medicine.mesh,syndromic,13,0.0000
medicine.mesh,vasopressin,12,0.0000
medicine.mesh,trimer,12,0.0000
medicine.mesh,propenamide,12,0.0000
medicine.mesh,thiodiphosphate,12,0.0000
medicine.mesh,enolide,12,0.0000
medicine.mesh,azetidinone,12,0.0000
medicine.mesh,methylester,12,0.0000
medicine.mesh,glucuronate,12,0.0000
medicine.mesh,trifluoride,12,0.0000
medicine.mesh,butanoate,12,0.0000
medicine.mesh,aminotetralin,12,0.0000
medicine.mesh,pyrrolidine,12,0.0000
medicine.mesh,methoxyphenylpiperazine,12,0.0000
medicine.mesh,dimaleate,12,0.0000
medicine.mesh,dimethyltriazene,12,0.0000
medicine.mesh,pentanone,12,0.0000
medicine.mesh,malonyltransferase,12,0.0000
medicine.mesh,monomesylate,12,0.0000
medicine.mesh,arabinofuranosyluracil,12,0.0000
medicine.mesh,spermine,12,0.0000
medicine.mesh,thiazoline,12,0.0000
medicine.mesh,dideoxycytidine,12,0.0000
medicine.mesh,dipalmitate,12,0.0000
medicine.mesh,diimide,12,0.0000
medicine.mesh,bpyrazine,12,0.0000
medicine.mesh,dienolide,12,0.0000
medicine.mesh,nitropyridine,12,0.0000
medicine.mesh,oxazine,12,0.0000
medicine.mesh,ylbenzonitrile,12,0.0000
medicine.mesh,carbodithioate,12,0.0000
medicine.mesh,ribofuranosylpurine,12,0.0000
medicine.mesh,methylguanosine,12,0.0000
medicine.mesh,methyltyrosine,12,0.0000
medicine.mesh,iva,12,0.0000
medicine.mesh,thioglucopyranoside,12,0.0000
medicine.mesh,phosphoramidate,12,0.0000
medicine.mesh,polymers,12,0.0000
medicine.mesh,nitroxide,12,0.0000
medicine.mesh,nitrostyrene,12,0.0000
medicine.mesh,isocyanide,12,0.0000
medicine.mesh,hydroxyflavone,12,0.0000
medicine.mesh,alkaloid,12,0.0000
medicine.mesh,dopamine,12,0.0000
medicine.mesh,aminophenol,12,0.0000
medicine.mesh,dopa,12,0.0000
medicine.mesh,sphingosine,12,0.0000
medicine.mesh,isovalerate,12,0.0000
medicine.mesh,glcnac,12,0.0000
medicine.mesh,platinum,12,0.0000
medicine.mesh,galactosidase,12,0.0000
medicine.mesh,berghei,12,0.0000
medicine.mesh,surveys,12,0.0000
medicine.mesh,performance,12,0.0000
medicine.mesh,rhythm,12,0.0000
medicine.mesh,paucivorans,12,0.0000
medicine.mesh,apis,12,0.0000
medicine.mesh,piscicola,12,0.0000
medicine.mesh,magnum,12,0.0000
medicine.mesh,thermophilum,12,0.0000
medicine.mesh,occulta,12,0.0000
medicine.mesh,griseum,12,0.0000
medicine.mesh,rhizophila,12,0.0000
medicine.mesh,ferrugineus,12,0.0000
medicine.mesh,sichuanensis,12,0.0000
medicine.mesh,erythraea,12,0.0000
medicine.mesh,nucleotides,12,0.0000
medicine.mesh,uterus,12,0.0000
medicine.mesh,sugars,12,0.0000
medicine.mesh,brown,12,0.0000
medicine.mesh,immunologic,12,0.0000
medicine.mesh,structure,12,0.0000
medicine.mesh,vernalis,12,0.0000
medicine.mesh,transferases,12,0.0000
medicine.mesh,age,12,0.0000
medicine.mesh,effusa,12,0.0000
medicine.mesh,salexigens,12,0.0000
medicine.mesh,neuropeptide,12,0.0000
medicine.mesh,symptoms,12,0.0000
medicine.mesh,peregrina,12,0.0000
medicine.mesh,lectins,12,0.0000
medicine.mesh,pallens,12,0.0000
medicine.mesh,herba,12,0.0000
medicine.mesh,bordetella,12,0.0000
medicine.mesh,island,12,0.0000
medicine.mesh,caricicola,12,0.0000
medicine.mesh,agarivorans,12,0.0000
medicine.mesh,pseudotsugae,12,0.0000
medicine.mesh,regulation,12,0.0000
medicine.mesh,licheniformis,12,0.0000
medicine.mesh,bungarotoxin,12,0.0000
medicine.mesh,castaneae,12,0.0000
medicine.mesh,heveae,12,0.0000
medicine.mesh,undulata,12,0.0000
medicine.mesh,monostearate,12,0.0000
medicine.mesh,costaricensis,12,0.0000
medicine.mesh,farinosa,12,0.0000
medicine.mesh,verrucosus,12,0.0000
medicine.mesh,developmental,12,0.0000
medicine.mesh,conditions,12,0.0000
medicine.mesh,neuronal,12,0.0000
medicine.mesh,imperfecta,12,0.0000
medicine.mesh,lividans,12,0.0000
medicine.mesh,attenuata,12,0.0000
medicine.mesh,littoralis,12,0.0000
medicine.mesh,guianensis,12,0.0000
medicine.mesh,granulosa,12,0.0000
medicine.mesh,laxa,12,0.0000
medicine.mesh,contortus,12,0.0000
medicine.mesh,subterranea,12,0.0000
medicine.mesh,canal,12,0.0000
medicine.mesh,pulcherrima,12,0.0000
medicine.mesh,peoples,12,0.0000
medicine.mesh,period,12,0.0000
medicine.mesh,combined,12,0.0000
medicine.mesh,pill,12,0.0000
medicine.mesh,atpases,12,0.0000
medicine.mesh,culture,12,0.0000
medicine.mesh,populina,12,0.0000
medicine.mesh,neoformans,12,0.0000
medicine.mesh,submersa,12,0.0000
medicine.mesh,spongiae,12,0.0000
medicine.mesh,hypogaea,12,0.0000
medicine.mesh,spathulata,12,0.0000
medicine.mesh,allergy,12,0.0000
medicine.mesh,tarda,12,0.0000
medicine.mesh,sojae,12,0.0000
medicine.mesh,varians,12,0.0000
medicine.mesh,olivaceum,12,0.0000
medicine.mesh,precursors,12,0.0000
medicine.mesh,urticaria,12,0.0000
medicine.mesh,dystonia,12,0.0000
medicine.mesh,gallinarum,12,0.0000
medicine.mesh,asiaticum,12,0.0000
medicine.mesh,lutescens,12,0.0000
medicine.mesh,clematidis,12,0.0000
medicine.mesh,cereus,12,0.0000
medicine.mesh,hku,12,0.0000
medicine.mesh,rubripes,12,0.0000
medicine.mesh,borrelia,12,0.0000
medicine.mesh,kidney,12,0.0000
medicine.mesh,shv,12,0.0000
medicine.mesh,pubescens,12,0.0000
medicine.mesh,ruminantium,12,0.0000
medicine.mesh,jararaca,12,0.0000
medicine.mesh,donation,12,0.0000
medicine.mesh,selection,12,0.0000
medicine.mesh,insularis,12,0.0000
medicine.mesh,dolphin,12,0.0000
medicine.mesh,tomentosa,12,0.0000
medicine.mesh,fimicola,12,0.0000
medicine.mesh,ischemia,12,0.0000
medicine.mesh,waves,12,0.0000
medicine.mesh,fluminis,12,0.0000
medicine.mesh,pharma,12,0.0000
medicine.mesh,abz,12,0.0000
medicine.mesh,variabile,12,0.0000
medicine.mesh,angustata,12,0.0000
medicine.mesh,lactea,12,0.0000
medicine.mesh,subalpina,12,0.0000
medicine.mesh,dependence,12,0.0000
medicine.mesh,ligases,12,0.0000
medicine.mesh,like,12,0.0000
medicine.mesh,latipes,12,0.0000
medicine.mesh,biology,12,0.0000
medicine.mesh,lacustris,12,0.0000
medicine.mesh,cylindrosporum,12,0.0000
medicine.mesh,caudata,12,0.0000
medicine.mesh,ochraceum,12,0.0000
medicine.mesh,brevispora,12,0.0000
medicine.mesh,clinical,12,0.0000
medicine.mesh,paradoxus,12,0.0000
medicine.mesh,aggregans,12,0.0000
medicine.mesh,layer,12,0.0000
medicine.mesh,stability,12,0.0000
medicine.mesh,grevilleae,12,0.0000
medicine.mesh,phaseoli,12,0.0000
medicine.mesh,cerebriformis,12,0.0000
medicine.mesh,sealant,12,0.0000
medicine.mesh,pusillum,12,0.0000
medicine.mesh,chiangraiensis,12,0.0000
medicine.mesh,montagnei,12,0.0000
medicine.mesh,dentistry,12,0.0000
medicine.mesh,resources,12,0.0000
medicine.mesh,activation,12,0.0000
medicine.mesh,agencies,12,0.0000
medicine.mesh,fraxini,12,0.0000
medicine.mesh,substances,12,0.0000
medicine.mesh,alnicola,12,0.0000
medicine.mesh,latifolia,12,0.0000
medicine.mesh,exposure,12,0.0000
medicine.mesh,salinus,12,0.0000
medicine.mesh,ecoi,12,0.0000
medicine.mesh,peucetius,12,0.0000
medicine.mesh,conflict,12,0.0000
medicine.mesh,perenne,12,0.0000
medicine.mesh,spp,12,0.0000
medicine.mesh,catarrhalis,12,0.0000
medicine.mesh,reovirus,12,0.0000
medicine.mesh,silvestris,12,0.0000
medicine.mesh,dibromobenzamide,12,0.0000
medicine.mesh,propanediamine,12,0.0000
medicine.sign,concentration,1018,0.0561
medicine.sign,morphology,747,0.0412
medicine.sign,finger,500,0.0276
medicine.sign,toe,467,0.0257
medicine.sign,level,356,0.0196
medicine.sign,positivity,310,0.0171
medicine.sign,infection,282,0.0155
medicine.sign,test,173,0.0095
medicine.sign,seizure,144,0.0079
medicine.sign,hand,108,0.0060
medicine.sign,proportion,101,0.0056
medicine.sign,physiology,100,0.0055
medicine.sign,atrophy,97,0.0053
medicine.sign,hypoplasia,97,0.0053
medicine.sign,bones,94,0.0052
medicine.sign,hallux,86,0.0047
medicine.sign,thumb,79,0.0044
medicine.sign,expression,79,0.0044
medicine.sign,cyst,78,0.0043
medicine.sign,bone,78,0.0043
medicine.sign,count,77,0.0042
medicine.sign,pain,72,0.0040
medicine.sign,bodies,68,0.0037
medicine.sign,phalanx,68,0.0037
medicine.sign,calcification,65,0.0036
medicine.sign,exposure,64,0.0035
medicine.sign,stenosis,61,0.0034
medicine.sign,ratio,57,0.0031
medicine.sign,hemorrhage,55,0.0030
medicine.sign,mass,55,0.0030
medicine.sign,cells,55,0.0030
medicine.sign,sign,55,0.0030
medicine.sign,weakness,54,0.0030
medicine.sign,neoplasm,54,0.0030
medicine.sign,defect,53,0.0029
medicine.sign,metacarpal,52,0.0029
medicine.sign,contracture,51,0.0028
medicine.sign,dysplasia,50,0.0028
medicine.sign,epiphyses,50,0.0028
medicine.sign,ossification,49,0.0027
medicine.sign,abscess,49,0.0027
medicine.sign,impairment,48,0.0026
medicine.sign,lesion,48,0.0026
medicine.sign,limbs,48,0.0026
medicine.sign,skin,47,0.0026
medicine.sign,carcinoma,47,0.0026
medicine.sign,toes,46,0.0025
medicine.sign,muscle,46,0.0025
medicine.sign,edema,45,0.0025
medicine.sign,logmar,45,0.0025
medicine.sign,tissue,42,0.0023
medicine.sign,cataract,41,0.0023
medicine.sign,fracture,41,0.0023
medicine.sign,urine,40,0.0022
medicine.sign,epiphysis,40,0.0022
medicine.sign,hypertrophy,39,0.0021
medicine.sign,system,39,0.0021
medicine.sign,synostosis,39,0.0021
medicine.sign,malformation,38,0.0021
medicine.sign,reflex,38,0.0021
medicine.sign,hair,38,0.0021
medicine.sign,atresia,37,0.0020
medicine.sign,hyperplasia,37,0.0020
medicine.sign,necrosis,37,0.0020
medicine.sign,artery,37,0.0020
medicine.sign,anemia,37,0.0020
medicine.sign,fistula,35,0.0019
medicine.sign,metatarsal,35,0.0019
medicine.sign,metaphysis,35,0.0019
medicine.sign,tumor,35,0.0019
medicine.sign,hemangioma,34,0.0019
medicine.sign,ear,34,0.0019
medicine.sign,symphalangism,34,0.0019
medicine.sign,syndactyly,34,0.0019
medicine.sign,fibrosis,34,0.0019
medicine.sign,fibroblasts,34,0.0019
medicine.sign,abnormality,33,0.0018
medicine.sign,lip,33,0.0018
medicine.sign,teeth,33,0.0018
medicine.sign,vertebrae,33,0.0018
medicine.sign,antibody,33,0.0018
medicine.sign,infections,32,0.0018
medicine.sign,degeneration,32,0.0018
medicine.sign,aneurysm,32,0.0018
medicine.sign,aplasia,32,0.0018
medicine.sign,valve,30,0.0017
medicine.sign,electroretinogram,29,0.0016
medicine.sign,dislocation,29,0.0016
medicine.sign,pressure,29,0.0016
medicine.sign,onset,29,0.0016
medicine.sign,cleft,27,0.0015
medicine.sign,dystrophy,27,0.0015
medicine.sign,behavior,27,0.0015
medicine.sign,adenoma,27,0.0015
medicine.sign,joints,27,0.0015
medicine.sign,hyperpigmentation,27,0.0015
medicine.sign,aciduria,27,0.0015
medicine.sign,allergy,27,0.0015
medicine.sign,obstruction,26,0.0014
medicine.sign,neck,26,0.0014
medicine.sign,potentials,26,0.0014
medicine.sign,muscles,26,0.0014
medicine.sign,deficiency,26,0.0014
medicine.sign,deposits,26,0.0014
medicine.sign,tachycardia,26,0.0014
medicine.sign,mrs,26,0.0014
medicine.sign,incisor,25,0.0014
medicine.sign,nodule,25,0.0014
medicine.sign,humerus,25,0.0014
medicine.sign,thickening,25,0.0014
medicine.sign,digit,25,0.0014
medicine.sign,agenesis,24,0.0013
medicine.sign,head,24,0.0013
medicine.sign,musculature,24,0.0013
medicine.sign,deposition,24,0.0013
medicine.sign,elbow,24,0.0013
medicine.sign,volume,24,0.0013
medicine.sign,thickness,23,0.0013
medicine.sign,sclerosis,22,0.0012
medicine.sign,syndrome,22,0.0012
medicine.sign,tongue,22,0.0012
medicine.sign,palate,22,0.0012
medicine.sign,hyperkeratosis,22,0.0012
medicine.sign,canal,22,0.0012
medicine.sign,eyelashes,22,0.0012
medicine.sign,fusion,22,0.0012
medicine.sign,acidosis,22,0.0012
medicine.sign,hypercellularity,22,0.0012
medicine.sign,oct,22,0.0012
medicine.sign,dysfunction,21,0.0012
medicine.sign,helix,21,0.0012
medicine.sign,neuropathy,21,0.0012
medicine.sign,crease,21,0.0012
medicine.sign,arthritis,21,0.0012
medicine.sign,gait,21,0.0012
medicine.sign,sleep,21,0.0012
medicine.sign,discharges,21,0.0012
medicine.sign,waves,21,0.0012
medicine.sign,infiltration,21,0.0012
medicine.sign,casts,21,0.0012
